Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
dinoflagellates,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,2,2,P006;P008,2016;2021,"('dinoflagellates', 'secondary metabolite')"
dinoflagellates,species of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,2,2,P012;P119,2014;2015,"('dinoflagellates', 'species of alexandrium')"
dinoflagellates,species of cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,2,2,P117;P125,2013;2018,"('dinoflagellates', 'species of cyanobacteria')"
dinoflagellates,strains of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,2,2,P023;P119,2011;2015,"('dinoflagellates', 'strains of alexandrium')"
dinoflagellates,stx and its analogs,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P137;P180,2010;2016,"('dinoflagellates', 'stx and its analogs')"
dinoflagellates,stx biosynthesis gene,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,2,2,P009;P097,2020;2021,"('dinoflagellates', 'stx biosynthesis gene')"
dinoflagellates,stx eq,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P028,2018;2023,"('dinoflagellates', 'stx eq')"
dinoflagellates,stx equivalents,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P154;P239,2006;2017,"('dinoflagellates', 'stx equivalents')"
dinoflagellates,stx levels,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P070;P098,2025,"('dinoflagellates', 'stx levels')"
dinoflagellates,stx producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,2,2,P013;P119,2015;2020,"('dinoflagellates', 'stx producing')"
dinoflagellates,stx-producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P118;P119,2013;2015,"('dinoflagellates', 'stx-producing dinoflagellates')"
dinoflagellates,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P055;P202,2015,"('dinoflagellates', 'sulfocarbamoyl toxins')"
dinoflagellates,sxt core,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P003;P115,2023;2024,"('dinoflagellates', 'sxt core')"
dinoflagellates,sxt core genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,2,2,P003;P115,2023;2024,"('dinoflagellates', 'sxt core genes')"
dinoflagellates,sxt gene,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,2,2,P001;P166,2026,"('dinoflagellates', 'sxt gene')"
dinoflagellates,sxta4 and sxtg,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,2,2,P084;P115,2023;2024,"('dinoflagellates', 'sxta4 and sxtg')"
dinoflagellates,sxta4 domain,SEMANTIC_CO_OCCURS,GENE_DOMAIN,PHRASE_TAXON,2,2,P002;P010,2025;2026,"('dinoflagellates', 'sxta4 domain')"
dinoflagellates,sxta4 domain,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE_DOMAIN,2,2,P002;P010,2025;2026,"('dinoflagellates', 'sxta4 domain')"
dinoflagellates,sxta4 gene,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P006;P007,2016;2021,"('dinoflagellates', 'sxta4 gene')"
dinoflagellates,sxtn,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P002;P067,2025;2026,"('dinoflagellates', 'sxtn')"
dinoflagellates,synthesis genes,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_GENE_MECHANISM,2,2,P009;P118,2013;2020,"('dinoflagellates', 'synthesis genes')"
dinoflagellates,toxic alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P116;P159,2015;2022,"('dinoflagellates', 'toxic alexandrium')"
dinoflagellates,toxic algal,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P033;P233,2013;2022,"('dinoflagellates', 'toxic algal')"
dinoflagellates,toxic profiles,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P061;P208,2004,"('dinoflagellates', 'toxic profiles')"
dinoflagellates,toxic secondary,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P118;P169,2013;2024,"('dinoflagellates', 'toxic secondary')"
dinoflagellates,toxic secondary metabolites,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P118;P169,2013;2024,"('dinoflagellates', 'toxic secondary metabolites')"
dinoflagellates,toxigenic dinoflagellate,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P009,2020;2023,"('dinoflagellates', 'toxigenic dinoflagellate')"
dinoflagellates,toxigenic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P003;P009,2020;2023,"('dinoflagellates', 'toxigenic dinoflagellate alexandrium')"
dinoflagellates,toxigenic dinoflagellate alexandrium pacificum,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P009,2020;2023,"('dinoflagellates', 'toxigenic dinoflagellate alexandrium pacificum')"
dinoflagellates,toxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('dinoflagellates', 'toxin analogues')"
dinoflagellates,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('dinoflagellates', 'toxin composition')"
dinoflagellates,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P055;P202,2015,"('dinoflagellates', 'toxin composition')"
dinoflagellates,toxin composition profiles,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P045;P192,2021,"('dinoflagellates', 'toxin composition profiles')"
dinoflagellates,toxin contents,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P003;P108,2006;2023,"('dinoflagellates', 'toxin contents')"
dinoflagellates,toxin detection,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P133;P176,2004;2020,"('dinoflagellates', 'toxin detection')"
dinoflagellates,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P009;P105,2019;2020,"('dinoflagellates', 'toxin producing')"
dinoflagellates,toxin profile of gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P057;P204,2015,"('dinoflagellates', 'toxin profile of gymnodinium')"
dinoflagellates,toxin profiles of g,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P055;P202,2015,"('dinoflagellates', 'toxin profiles of g')"
dinoflagellates,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P070;P098,2025,"('dinoflagellates', 'toxin-producing')"
dinoflagellates,toxin-producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P070;P098,2025,"('dinoflagellates', 'toxin-producing dinoflagellates')"
dinoflagellates,toxins decreased,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('dinoflagellates', 'toxins decreased')"
dinoflagellates,toxins in coastal,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P073;P085,2023,"('dinoflagellates', 'toxins in coastal')"
dinoflagellates,toxins in coastal waters,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P073;P085,2023,"('dinoflagellates', 'toxins in coastal waters')"
dinoflagellates,toxins in shellfish,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P021;P030,2012;2026,"('dinoflagellates', 'toxins in shellfish')"
dinoflagellates,toxins in the adriatic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P059;P206,2006,"('dinoflagellates', 'toxins in the adriatic')"
dinoflagellates,toxins that cause,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P149;P176,2020;2023,"('dinoflagellates', 'toxins that cause')"
dinoflagellates,transcriptional regulation,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,2,2,P005;P216,2021;2023,"('dinoflagellates', 'transcriptional regulation')"
dinoflagellates,transcriptional responses,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_REGULATION,2,2,P003;P099,2016;2023,"('dinoflagellates', 'transcriptional responses')"
dinoflagellates,transcriptional responses,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,2,2,P003;P099,2016;2023,"('dinoflagellates', 'transcriptional responses')"
dinoflagellates,transcriptional responses,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,2,2,P003;P005,2023,"('dinoflagellates', 'transcriptional responses')"
dinoflagellates,transcriptome sequencing,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,2,2,P001;P089,2021;2026,"('dinoflagellates', 'transcriptome sequencing')"
dinoflagellates,two toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P116;P232,2022,"('dinoflagellates', 'two toxic')"
dinoflagellates,up-regulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,2,2,P008;P099,2016,"('dinoflagellates', 'up-regulated')"
dinoflagellates,upregulated,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,PHRASE_TAXON,2,2,P070;P098,2025,"('dinoflagellates', 'upregulated')"
dinoflagellates,upregulated,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,2,2,P070;P098,2025,"('dinoflagellates', 'upregulated')"
dinoflagellates alexandrium,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P111;P142,2001;2024,"('dinoflagellates alexandrium', 'saxitoxin')"
dinoflagellates and cyanobacteria,environmental conditions,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,2,2,P084;P104,2020;2023,"('dinoflagellates and cyanobacteria', 'environmental conditions')"
dinoflagellates and cyanobacteria,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,2,2,P084;P099,2016;2023,"('dinoflagellates and cyanobacteria', 'nitrogen')"
dinoflagellates and cyanobacteria,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,2,2,P010;P124,2008;2026,"('dinoflagellates and cyanobacteria', 'phylogenetic analysis')"
dinoflagellates and cyanobacteria,sxt genes,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P084;P099,2016;2023,"('dinoflagellates and cyanobacteria', 'sxt genes')"
dinoflagellates and cyanobacteria,sxt genes,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,2,2,P084;P099,2016;2023,"('dinoflagellates and cyanobacteria', 'sxt genes')"
dinoflagellates and cyanobacteria,sxta4 and sxtg,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,2,2,P084;P099,2016;2023,"('dinoflagellates and cyanobacteria', 'sxta4 and sxtg')"
dinoflagellates and cyanobacteria,sxtg,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P084;P099,2016;2023,"('dinoflagellates and cyanobacteria', 'sxtg')"
dinoflagellates and cyanobacteria,sxti,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P010;P099,2016;2026,"('dinoflagellates and cyanobacteria', 'sxti')"
dinoflagellates and cyanobacteria,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,2,2,P084;P104,2020;2023,"('dinoflagellates and cyanobacteria', 'temperature')"
dinoflagellates in the genus,toxic alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P133;P150,2004;2017,"('dinoflagellates in the genus', 'toxic alexandrium')"
dinoflagellates such,dinoflagellates such as alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such', 'dinoflagellates such as alexandrium')"
dinoflagellates such,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such', 'saxitoxin')"
dinoflagellates such,such as alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such', 'such as alexandrium')"
dinoflagellates such,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such', 'sxta')"
dinoflagellates such,sxta,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such', 'sxta')"
dinoflagellates such as alexandrium,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such as alexandrium', 'saxitoxin')"
dinoflagellates such as alexandrium,such as alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such as alexandrium', 'such as alexandrium')"
dinoflagellates such as alexandrium,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such as alexandrium', 'sxta')"
dinoflagellates such as alexandrium,sxta,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,2,2,P004;P216,2021;2022,"('dinoflagellates such as alexandrium', 'sxta')"
distinct toxin,genus alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P042;P189,2006,"('distinct toxin', 'genus alexandrium')"
distinct toxin,higher toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'higher toxin')"
distinct toxin,neostx,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'neostx')"
distinct toxin,nutrient levels,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P042;P189,2006,"('distinct toxin', 'nutrient levels')"
distinct toxin,other saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'other saxitoxin')"
distinct toxin,other saxitoxin derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'other saxitoxin derivatives')"
distinct toxin,paralytic shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'paralytic shellfish toxin profiles')"
distinct toxin,profiles and toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'profiles and toxin')"
distinct toxin,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'salinity')"
distinct toxin,saxitoxin derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'saxitoxin derivatives')"
distinct toxin,shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'shellfish toxin profiles')"
distinct toxin,sulfocarbamoyl toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'sulfocarbamoyl toxin')"
distinct toxin,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'temperature')"
distinct toxin,total toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'total toxins')"
distinct toxin,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin composition')"
distinct toxin,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin composition')"
distinct toxin,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin content')"
distinct toxin,toxin content and composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin content and composition')"
distinct toxin,toxin contents,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin contents')"
distinct toxin,toxin profiles and toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin profiles and toxin')"
distinct toxin,toxin variability,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin', 'toxin variability')"
distinct toxin profiles,genus alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'genus alexandrium')"
distinct toxin profiles,higher toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'higher toxin')"
distinct toxin profiles,neostx,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'neostx')"
distinct toxin profiles,nutrient levels,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'nutrient levels')"
distinct toxin profiles,other saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'other saxitoxin')"
distinct toxin profiles,other saxitoxin derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'other saxitoxin derivatives')"
distinct toxin profiles,paralytic shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'paralytic shellfish toxin profiles')"
distinct toxin profiles,profiles and toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'profiles and toxin')"
distinct toxin profiles,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'salinity')"
distinct toxin profiles,saxitoxin derivatives,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'saxitoxin derivatives')"
distinct toxin profiles,shellfish toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'shellfish toxin profiles')"
distinct toxin profiles,sulfocarbamoyl toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'sulfocarbamoyl toxin')"
distinct toxin profiles,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'temperature')"
distinct toxin profiles,total toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'total toxins')"
distinct toxin profiles,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin composition')"
distinct toxin profiles,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin composition')"
distinct toxin profiles,toxin content,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin content')"
distinct toxin profiles,toxin content and composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin content and composition')"
distinct toxin profiles,toxin contents,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin contents')"
distinct toxin profiles,toxin profiles and toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin profiles and toxin')"
distinct toxin profiles,toxin variability,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('distinct toxin profiles', 'toxin variability')"
divergence,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,P002;P116,2022;2025,"('divergence', 'sxta')"
divergence,toxic cyanobacteria,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TOXIN_PHENOTYPE,2,2,P002;P116,2022;2025,"('divergence', 'toxic cyanobacteria')"
divergence,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,2,2,P002;P116,2022;2025,"('divergence', 'toxic cyanobacteria')"
diversity of toxin,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'gymnodinium')"
diversity of toxin,gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'gymnodinium catenatum')"
diversity of toxin,gymnodinium catenatum,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'gymnodinium catenatum')"
diversity of toxin,gymnodinium catenatum isolated,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'gymnodinium catenatum isolated')"
diversity of toxin,n-sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'n-sulfocarbamoyl toxins')"
diversity of toxin,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'nitrogen')"
diversity of toxin,nitrogen,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'nitrogen')"
diversity of toxin,nutrient limitation,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'nutrient limitation')"
diversity of toxin,nutrient limitation,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'nutrient limitation')"
diversity of toxin,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'paralytic shellfish poisoning')"
diversity of toxin,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'phosphorus')"
diversity of toxin,pst production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'pst production')"
diversity of toxin,response to nutrient,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_ENVIRONMENT,2,2,P038;P185,2022,"('diversity of toxin', 'response to nutrient')"
diversity of toxin,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'sulfocarbamoyl toxins')"
diversity of toxin,toxin composition,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'toxin composition')"
diversity of toxin,toxin composition,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P038;P185,2022,"('diversity of toxin', 'toxin composition')"
