Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,transcriptomic,BIOLOGICAL_PROCESS,semantic_hypothesis,165.44895451687793,35.0,19,5,4.703200662694279,0.4042553191489361,1008,42,24,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; expression; saxitoxin; regulation; dinoflagellates; biosynthesis; cyanobacteria; toxin_production; alexandrium_fundyense; alexandrium_catenella; light; gene_expression; evolution; toxicity; alexandrium_tamarense; alexandrium_minutum; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,alexandrium_tamiyavanichii,DINO_TAXON,semantic_hypothesis,164.84568361505524,36.0,17,6,4.152008474194288,0.3541666666666667,966,42,23,alexandrium; dinoflagellate; saxitoxin; toxicity; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_minutum; cyanobacteria; paralytic_shellfish_toxins; temperature; gtx; saxitoxin_biosynthesis; toxin_production; alexandrium_catenella; light; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; TOXIN; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,climate,ENV_FACTOR,semantic_hypothesis,164.3982819897891,40.0,16,5,3.921363217116776,0.3555555555555555,874,38,23,alexandrium; dinoflagellate; toxicity; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; bloom; nutrient; cyanobacteria; alexandrium_ostenfeldii; temperature; toxin_production; toxin_biosynthesis; nitrogen; biosynthesis,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,warming,ENV_FACTOR,semantic_hypothesis,164.27043422881886,31.0,21,5,5.26021711440943,0.375,1392,48,29,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; toxin_production; alexandrium_fundyense; pyrodinium; gonyautoxin; gtx; light; expression; pyrodinium_bahamense; paralytic_shellfish_poisoning; regulation; dinoflagellates; alexandrium_ostenfeldii; nutrient; biosynthesis; nutrients,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
cyanobacteria,CYANO_TAXON,irradiance,ENV_FACTOR,semantic_hypothesis,164.08434054223827,33.0,20,5,4.979670271119138,0.3125,1323,63,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_minutum; alexandrium_fundyense; bloom; alexandrium_catenella; light; salinity; nitrate; toxicity; nutrient; alexandrium_tamiyavanichii; toxin_production; gymnodinium; hplc; gymnodinium_catenatum,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,alexandrium_ostenfeldii,DINO_TAXON,semantic_hypothesis,164.0223905580533,48.0,13,4,3.1570286123599747,0.2708333333333333,930,31,30,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; toxin_production; saxitoxin; gonyautoxin; toxicity; bloom; gtx; harmful_algal_bloom; alexandrium_minutum,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,transcriptomic,BIOLOGICAL_PROCESS,semantic_hypothesis,163.92118268597997,34.0,19,5,4.643518172258278,0.4634146341463415,864,36,24,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; bloom; saxitoxin; dinoflagellates; alexandrium_tamarense; alexandrium_fundyense; alexandrium_catenella; nitrogen; expression; toxicity; alexandrium_minutum; nutrient; biosynthesis; cyanobacteria; toxin_production; nutrients,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,climate,ENV_FACTOR,semantic_hypothesis,163.1305104280841,37.0,16,6,3.932602152817571,0.3265306122448979,966,42,23,alexandrium; dinoflagellate; saxitoxin; alexandrium_fundyense; toxicity; paralytic_shellfish_poisoning; dinoflagellates; nutrient; cyanobacterial; cyanobacteria; temperature; toxin_production; sxtg; toxin_biosynthesis; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,163.0337712919142,35.0,17,6,4.208375007659228,0.3617021276595745,1008,36,28,dinoflagellates; paralytic_shellfish_poisoning; saxitoxin; paralytic_shellfish_toxins; toxicity; cyanobacteria; phylogenetic; pyrodinium; dinoflagellate; alexandrium; mass_spectrometry; gymnodinium; bloom; lc_ms; hplc; lc_ms_ms; biosynthesis,DINO_TAXON; TOXIN; TOXIN; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; DETECTION_METHOD; DETECTION_METHOD; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterial,CYANO_TAXON,warming,ENV_FACTOR,semantic_hypothesis,162.12186762948878,30.0,21,5,5.281272797795239,0.3559322033898305,1479,51,29,saxitoxin; dinoflagellate; alexandrium; bloom; toxicity; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; light; expression; pyrodinium_bahamense; paralytic_shellfish_poisoning; harmful_algal_bloom; regulation; dinoflagellates; alexandrium_ostenfeldii; nutrient; biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,161.73402003019822,31.0,19,6,4.70034334843244,0.3333333333333333,1275,51,25,saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; biosynthesis; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; sxt_genes; saxitoxin_biosynthesis; nitrogen; sxta; cyanobacterial; dinoflagellate; alexandrium; toxin_biosynthesis; alexandrium_minutum; phylogenetic; gymnodinium; gymnodinium_catenatum,TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,aphanizomenon,CYANO_TAXON,semantic_hypothesis,161.70673101103284,38.0,15,6,3.6488200509709694,0.3409090909090909,858,33,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; cyanobacteria; alexandrium; dinoflagellates; cyanobacterial; biosynthesis; evolution; gymnodinium; anabaena; bloom; sxta; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nutrients,ENV_FACTOR,cyanobacterium,CYANO_TAXON,semantic_hypothesis,161.43140710619974,37.0,17,5,4.111929968194224,0.320754716981132,1224,36,34,saxitoxin; alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; toxin_production; hplc; expression; toxicity; alexandrium_tamarense; bloom; gymnodinium; alexandrium_minutum; nitrogen; gymnodinium_catenatum; phylogenetic,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,161.36983119111213,36.0,16,6,3.9071378177782976,0.3555555555555555,924,33,28,paralytic_shellfish_poisoning; saxitoxin; paralytic_shellfish_toxins; dinoflagellates; cyanobacteria; sxta; cyanobacterial; expression; biosynthesis; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; anabaena; bloom; phylogenetic,TOXIN; TOXIN; TOXIN; DINO_TAXON; CYANO_TAXON; SXT_GENE; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,alexandrium_tamiyavanichii,DINO_TAXON,semantic_hypothesis,161.34851587816246,34.0,17,6,4.150448415271705,0.4047619047619047,828,36,23,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; hplc; cyanobacteria; paralytic_shellfish_toxins; pyrodinium; gonyautoxin; gtx; toxicity; saxitoxin_biosynthesis; toxin_production; sxta; pyrodinium_bahamense; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DETECTION_METHOD; CYANO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,161.3185445195969,35.0,18,5,4.428503029029237,0.3461538461538461,969,51,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; expression; gymnodinium; gymnodinium_catenatum; regulation; dinoflagellates; alexandrium_fundyense; saxitoxin_biosynthesis; bloom; alexandrium_catenella; alexandrium_minutum; sxta; gene_expression; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,161.3185445195969,35.0,18,5,4.428503029029237,0.3461538461538461,969,51,19,alexandrium; expression; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; regulation; gene_expression; dinoflagellates; alexandrium_fundyense; gymnodinium; saxitoxin_biosynthesis; bloom; alexandrium_catenella; alexandrium_minutum; gymnodinium_catenatum; sxta; biosynthesis,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,irradiance,ENV_FACTOR,semantic_hypothesis,161.2762528670329,32.0,19,5,4.669376433516452,0.59375,630,30,21,alexandrium; temperature; paralytic_shellfish_toxins; dinoflagellate; saxitoxin; dinoflagellates; alexandrium_minutum; alexandrium_fundyense; bloom; light; salinity; nitrate; paralytic_shellfish_poisoning; toxicity; nutrient; toxin_production; gymnodinium; hplc; gymnodinium_catenatum,DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,climate,ENV_FACTOR,semantic_hypothesis,159.78827241908706,35.0,16,6,3.894136209543529,0.4,759,33,23,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; nutrient; cyanobacterial; cyanobacteria; alexandrium_fundyense; toxin_production; sxtg; bloom; nitrogen; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrogen,ENV_FACTOR,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,159.67759050287205,35.0,15,7,3.629117832081198,0.2419354838709677,1372,49,28,paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; cyanobacteria; toxicity; expression; biosynthesis; pyrodinium; dinoflagellate; alexandrium; bloom; cyanobacterium; hplc; sxta,TOXIN; DINO_TAXON; TOXIN; TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; DETECTION_METHOD; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,159.3258772559171,31.0,18,6,4.467816676739064,0.4390243902439024,850,34,25,saxitoxin; cyanobacteria; dinoflagellates; paralytic_shellfish_poisoning; aphanizomenon; paralytic_shellfish_toxins; cyanobacterial; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; anabaena; alexandrium_minutum; nitrogen; sxta; gymnodinium_catenatum; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,alexandrium_tamiyavanichii,DINO_TAXON,semantic_hypothesis,159.09899757010783,35.0,17,5,4.188387673942802,0.4722222222222222,690,30,23,alexandrium; dinoflagellate; toxicity; saxitoxin; alexandrium_minutum; dinoflagellates; paralytic_shellfish_toxins; temperature; gonyautoxin; gtx; saxitoxin_biosynthesis; toxin_production; nitrate; light; paralytic_shellfish_poisoning; hplc; biosynthesis,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; TOXIN; DETECTION_METHOD; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,climate,ENV_FACTOR,semantic_hypothesis,158.79786982555032,41.0,14,5,3.377195782340373,0.3043478260869565,851,37,23,alexandrium; dinoflagellate; toxicity; saxitoxin; bloom; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_fundyense; nutrient; cyanobacteria; temperature; toxin_production; nitrogen,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,climate,ENV_FACTOR,semantic_hypothesis,157.56984633471995,34.0,16,6,3.9244580510809097,0.3720930232558139,828,36,23,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; cyanobacterial; cyanobacteria; alexandrium_ostenfeldii; toxicity; toxin_production; sxtg; bloom; toxin_biosynthesis; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,transcriptome,BIOLOGICAL_PROCESS,semantic_hypothesis,157.32068957080853,37.0,17,4,4.183600599357752,0.3953488372093023,900,30,30,dinoflagellate; alexandrium; saxitoxin; alexandrium_fundyense; light; alexandrium_minutum; regulation; dinoflagellates; biosynthesis; paralytic_shellfish_toxins; toxin_production; nutrients; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nitrogen; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,transcriptome,BIOLOGICAL_PROCESS,semantic_hypothesis,157.28012981118866,36.0,15,6,3.609452660696367,0.3061224489795918,1020,34,30,cyanobacteria; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; sxta; cyanobacterial; expression; paralytic_shellfish_toxins; toxin_production; bloom; alexandrium_minutum; nitrogen; biosynthesis,CYANO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; SXT_GENE; CYANO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,cyanobacterium,CYANO_TAXON,semantic_hypothesis,156.95091162810544,34.0,16,6,3.842802752828236,0.3265306122448979,1054,31,34,paralytic_shellfish_poisoning; alexandrium; dinoflagellate; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; toxin_production; expression; cyanobacteria; alexandrium_tamarense; toxicity; bloom; alexandrium_minutum; nitrogen; sxta; biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,alexandrium_tamiyavanichii,DINO_TAXON,semantic_hypothesis,156.00481153828477,33.0,16,6,3.8971426112476446,0.4210526315789473,713,31,23,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; toxicity; alexandrium_minutum; cyanobacteria; paralytic_shellfish_toxins; gonyautoxin; gtx; toxin_production; nitrate; alexandrium_catenella; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; TOXIN; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,transcriptomic,BIOLOGICAL_PROCESS,semantic_hypothesis,155.8074781664292,34.0,18,4,4.403739083214609,0.5,720,30,24,alexandrium; dinoflagellate; paralytic_shellfish_toxins; saxitoxin; alexandrium_tamarense; toxin_production; light; regulation; dinoflagellates; biosynthesis; alexandrium_fundyense; toxicity; bloom; nutrients; paralytic_shellfish_poisoning; alexandrium_minutum; nitrogen; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,aphanizomenon,CYANO_TAXON,semantic_hypothesis,155.29995879934688,35.0,15,6,3.619367154775494,0.3061224489795918,988,38,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; hplc; cyanobacteria; pyrodinium; toxicity; mass_spectrometry; gymnodinium; bloom; toxin_biosynthesis; biosynthesis,TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,warming,ENV_FACTOR,semantic_hypothesis,153.99424658451088,30.0,20,4,5.036338978529956,0.392156862745098,1218,42,29,saxitoxin; dinoflagellate; alexandrium; toxicity; temperature; toxin_production; transcriptome; alexandrium_fundyense; gtx; bloom; light; nitrogen; expression; salinity; paralytic_shellfish_poisoning; harmful_algal_bloom; regulation; dinoflagellates; nutrient; biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrogen,ENV_FACTOR,irradiance,ENV_FACTOR,semantic_hypothesis,153.33226213089256,31.0,18,5,4.4353618346770505,0.3461538461538461,1029,49,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_minutum; alexandrium_fundyense; temperature; toxicity; salinity; nitrate; bloom; toxin_production; alexandrium_catenella; light; hplc; nutrient,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
