Source,Target,Source_Type,Target_Type,Relation,Group,Weight,Paper_Count,Paper_IDs,Years,Relation_Hints,Edge_Key,Transfer_Match
conserved,toxin production,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,22983012;27907126,2012;2016,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('conserved', 'toxin production')",1
divergence,Gene expression,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,2,2,33298362;40449983,2020;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'gene expression')",1
divergence,Paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,32307073;32456077,2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('divergence', 'paralytic shellfish toxins')",1
divergence,paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,32307073;32456077,2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('divergence', 'paralytic shellfish toxins')",1
divergence,sxtA4,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,35031458;40449983,2022;2025,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('divergence', 'sxta4')",1
divergence,sxtY,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,32307073;40449983,2020;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('divergence', 'sxty')",1
downregulated,saxitoxin,REGULATION_EXPRESSION,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,26568470;34974311,2016;2022,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN,"('downregulated', 'saxitoxin')",1
environmental conditions,nitrate,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,24956074;36689843,2014;2023,DECREASES;REGULATES,"('environmental conditions', 'nitrate')",1
environmental conditions,temperature,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,30170723;36689843,2016;2023,ASSOCIATED_WITH;DECREASES,"('environmental conditions', 'temperature')",1
environmental factors,nitrogen,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,23892224;24333522,2013;2014,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('environmental factors', 'nitrogen')",1
environmental factors,toxin production,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,18461783;32732056,2008;2020,ASSOCIATED_WITH;DECREASES;INCREASES,"('environmental factors', 'toxin production')",1
evolution,PST biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,19331657;26316331,2009;2016,EVOLUTIONARY_LINK;INVOLVED_IN,"('evolution', 'pst biosynthesis')",1
evolutionary relationship,Paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,26316331;32307073,2016;2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('evolutionary relationship', 'paralytic shellfish toxins')",1
evolutionary relationship,paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,26316331;32307073,2016;2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('evolutionary relationship', 'paralytic shellfish toxins')",1
expression levels,saxitoxin biosynthesis,REGULATION_EXPRESSION,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'saxitoxin biosynthesis')",1
expression levels,saxitoxin biosynthesis genes,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'saxitoxin biosynthesis genes')",1
expression levels,sxt genes,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxt genes')",1
expression levels,sxtA,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxta')",1
expression levels,sxtA4,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxta4')",1
expression levels,sxtB,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxtb')",1
expression levels,sxtG,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxtg')",1
expression levels,sxtI,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxti')",1
expression levels,sxtS,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxts')",1
expression levels,sxtU,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('expression levels', 'sxtu')",1
gene expression,toxin producing,REGULATION_EXPRESSION,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,16650472;18461783,2006;2008,ASSOCIATED_WITH;INCREASES;PRESENT_IN,"('gene expression', 'toxin producing')",1
gene loss,saxitoxin,GENE_PRESENCE_ABSENCE,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,21076133;40209228,2011;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('gene loss', 'saxitoxin')",1
gene transfer,STX biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('gene transfer', 'stx biosynthesis genes')",1
gene transfer,homology,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,18487408;38705616,2008;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('gene transfer', 'homology')",1
gene transfer,paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,19331657;39545400,2009;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('gene transfer', 'paralytic shellfish toxins')",1
gene transfer,sxt genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('gene transfer', 'sxt genes')",1
gene transfer,sxtG,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,23335767;38705616,2013;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('gene transfer', 'sxtg')",1
gonyautoxin,sxt gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,27907126;30296060,2016;2018,EVOLUTIONARY_LINK;PRESENT_IN,"('gonyautoxin', 'sxt gene')",1
gonyautoxin,sxtN,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,27907126;30296060,2016;2018,EVOLUTIONARY_LINK;PRESENT_IN,"('gonyautoxin', 'sxtn')",1
homologs,Saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,21625593;22628533,2011;2013,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('homologs', 'saxitoxin')",1
homologs,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,23966031;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('homologs', 'saxitoxin biosynthesis')",1
homologs,sxt genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,25421324;40449983,2014;2025,DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('homologs', 'sxt genes')",1
homologs,sxtB,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,22628533;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('homologs', 'sxtb')",1
homologs,sxtG,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,22628533;40449983,2013;2025,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('homologs', 'sxtg')",1
homology,STX biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,18487408;38705616,2008;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('homology', 'stx biosynthesis')",1
homology,Saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,18487408;35198665,2008;2022,ASSOCIATED_WITH;EVOLUTIONARY_LINK,"('homology', 'saxitoxin')",1
homology,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,35198665;38705616,2022;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('homology', 'saxitoxin biosynthesis')",1
homology,saxitoxin biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,35198665;38705616,2022;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('homology', 'saxitoxin biosynthesis genes')",1
homology,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,33298362;38705616,2020;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('homology', 'sxta')",1
horizontal gene transfer,STX biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('horizontal gene transfer', 'stx biosynthesis')",1
horizontal gene transfer,STX biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('horizontal gene transfer', 'stx biosynthesis genes')",1
horizontal gene transfer,paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,19331657;39545400,2009;2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('horizontal gene transfer', 'paralytic shellfish toxins')",1
horizontal gene transfer,sxt genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,38705616;40209228,2024;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES,"('horizontal gene transfer', 'sxt genes')",1
horizontal gene transfer,sxtG,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,23335767;38705616,2013;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('horizontal gene transfer', 'sxtg')",1
light,salinity,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,23892224;28073481,2013;2016,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('light', 'salinity')",1
light,sxt genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,25421324;34200983,2014;2021,DECREASES;INCREASES;PRESENT_IN,"('light', 'sxt genes')",1
light,sxtA,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,25421324;34520086,2014;2021,DECREASES;INCREASES;PRESENT_IN,"('light', 'sxta')",1
methionine,Saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,19731715;39265222,2009;2024,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,"('methionine', 'saxitoxin')",1
methionine,saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,19731715;39265222,2009;2024,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,"('methionine', 'saxitoxin')",1
neosaxitoxin,sxt gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,27907126;30296060,2016;2018,EVOLUTIONARY_LINK;PRESENT_IN,"('neosaxitoxin', 'sxt gene')",1
neosaxitoxin,sxtN,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,27907126;30296060,2016;2018,EVOLUTIONARY_LINK;PRESENT_IN,"('neosaxitoxin', 'sxtn')",1
nitrate,STX biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;36689843,2016;2023,DECREASES;INCREASES;INVOLVED_IN,"('nitrate', 'stx biosynthesis')",1
nitrate,phosphorus,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;32090402,2016;2020,INCREASES;INVOLVED_IN,"('nitrate', 'phosphorus')",1
nitrate,sxt genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;36689843,2016;2023,DECREASES;INCREASES;INVOLVED_IN,"('nitrate', 'sxt genes')",1
nitrate,sxtA4,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;36689843,2016;2023,DECREASES;INCREASES;INVOLVED_IN,"('nitrate', 'sxta4')",1
nitrate,sxtG,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;36689843,2016;2023,DECREASES;INCREASES;INVOLVED_IN,"('nitrate', 'sxtg')",1
nitrate,sxtI,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073495;28073499,2016,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('nitrate', 'sxti')",1
nitrate,toxin production,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,24956074;28073499,2014;2016,DECREASES;INCREASES;INVOLVED_IN;REGULATES,"('nitrate', 'toxin production')",1
nitrogen,STX biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('nitrogen', 'stx biosynthesis')",1
nitrogen,phosphate,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,26568470;29957289,2016;2018,ASSOCIATED_WITH;DECREASES;INCREASES,"('nitrogen', 'phosphate')",1
nitrogen,salinity,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,2,2,23892224;29791446,2013;2018,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK,"('nitrogen', 'salinity')",1
nitrogen,saxitoxin biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,24460188;26568470,2014;2016,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN,"('nitrogen', 'saxitoxin biosynthesis')",1
nitrogen,sxt genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('nitrogen', 'sxt genes')",1
nitrogen,sxtA4,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;41334952,2016;2025,ASSOCIATED_WITH;INCREASES;INVOLVED_IN,"('nitrogen', 'sxta4')",1
nitrogen,sxtI,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073495;28073499,2016,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;PRESENT_IN,"('nitrogen', 'sxti')",1
nitrogen,toxin content,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,24956074;26239440,2014;2015,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;REGULATES,"('nitrogen', 'toxin content')",1
nitrogen,transcriptional responses,ENV_FACTOR,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,2,2,23894552;28073499,2013;2016,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN,"('nitrogen', 'transcriptional responses')",1
oxidative stress,Saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,34974311;35364510,2022,DECREASES;INCREASES;INVOLVED_IN,"('oxidative stress', 'saxitoxin')",1
oxidative stress,paralytic shellfish toxins,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,31466003;41373596,2020;2025,DECREASES;INCREASES;PRESENT_IN,"('oxidative stress', 'paralytic shellfish toxins')",1
paralytic shellfish toxins,phylogenetic tree,TOXIN,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,2,2,32307073;39003021,2020;2024,EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('paralytic shellfish toxins', 'phylogenetic tree')",1
paralytic shellfish toxins,saxitoxin biosynthesis,TOXIN,BIOLOGICAL_MECHANISM,TOXIN_MECHANISM_RELATION,cyano_train,2,2,27569199;29705145,2016;2018,INVOLVED_IN,"('paralytic shellfish toxins', 'saxitoxin biosynthesis')",1
phosphorus,STX biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('phosphorus', 'stx biosynthesis')",1
phosphorus,Saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,34697712;40209228,2022;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('phosphorus', 'saxitoxin')",1
phosphorus,sxt genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;40209228,2016;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('phosphorus', 'sxt genes')",1
phosphorus,sxtA4,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28073499;41334952,2016;2025,ASSOCIATED_WITH;INCREASES;INVOLVED_IN,"('phosphorus', 'sxta4')",1
phosphorus,toxin production,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,28073499;41334952,2016;2025,ASSOCIATED_WITH;INCREASES;INVOLVED_IN,"('phosphorus', 'toxin production')",1
phylogenetic analysis,toxigenic,EVOLUTIONARY_PROCESS,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,28606423;30502809,2017;2018,EVOLUTIONARY_LINK;PRESENT_IN,"('phylogenetic analysis', 'toxigenic')",1
phylogenetic tree,PST-producing,EVOLUTIONARY_PROCESS,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,32307073;39003021,2020;2024,EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('phylogenetic tree', 'pst-producing')",1
phylogenetic tree,saxitoxin,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,27007634;39003021,2013;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('phylogenetic tree', 'saxitoxin')",1
phylogeny,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,18850059;38705616,2008;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,"('phylogeny', 'saxitoxin biosynthesis')",1
phylogeny,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,27907126;38705616,2016;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('phylogeny', 'sxta')",1
phylogeny,sxtI,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,2,2,27907126;38705616,2016;2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('phylogeny', 'sxti')",1
precursor,STX biosynthesis,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,2,2,29390180;38270276,2018;2024,ASSOCIATED_WITH;DECREASES;INVOLVED_IN;PRESENT_IN,"('precursor', 'stx biosynthesis')",1
precursors,Saxitoxin,BIOLOGICAL_MECHANISM,TOXIN,TOXIN_MECHANISM_RELATION,cyano_train,2,2,19632259;26842222,2010;2016,DECREASES,"('precursors', 'saxitoxin')",1
saxitoxin,STX biosynthesis gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,20935128;40209228,2010;2025,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('saxitoxin', 'stx biosynthesis gene')",1
saxitoxin,saxitoxin biosynthesis gene,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,18850059;22081581,2008;2012,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'saxitoxin biosynthesis gene')",1
saxitoxin,sxt Genes,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,29027918;34200983,2017;2021,ASSOCIATED_WITH;DECREASES;INCREASES,"('saxitoxin', 'sxt genes')",1
saxitoxin,sxtA1,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,28073499;35031458,2016;2022,EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin', 'sxta1')",1
saxitoxin,sxtA4 domain,TOXIN,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,2,2,40449983;41702991,2025;2026,ABSENT_IN;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('saxitoxin', 'sxta4 domain')",1
saxitoxin,sxtD,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('saxitoxin', 'sxtd')",1
saxitoxin,sxtH,TOXIN,GENE,GENE_ASSOCIATED_WITH_TOXIN,cyano_train,2,2,38705616;41702991,2024;2026,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;PRESENT_IN,"('saxitoxin', 'sxth')",1
saxitoxin biosynthesis,saxitoxin biosynthesis gene,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,18850059;22081581,2008;2012,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('saxitoxin biosynthesis', 'saxitoxin biosynthesis gene')",1
saxitoxin biosynthesis,sxt genes,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxt genes')",1
saxitoxin biosynthesis,sxtA4,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxta4')",1
saxitoxin biosynthesis,sxtB,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxtb')",1
saxitoxin biosynthesis,sxtI,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxti')",1
saxitoxin biosynthesis,sxtS,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxts')",1
saxitoxin biosynthesis,sxtU,BIOLOGICAL_MECHANISM,GENE,GENE_MECHANISM_RELATION,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis', 'sxtu')",1
saxitoxin biosynthesis,toxin-producing,BIOLOGICAL_MECHANISM,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,2,2,22081581;35198665,2012;2022,ASSOCIATED_WITH;PRESENT_IN,"('saxitoxin biosynthesis', 'toxin-producing')",1
saxitoxin biosynthesis genes,sxt genes,GENE,GENE,SEMANTIC_CO_OCCURS,cyano_train,2,2,38705616;40449983,2024;2025,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN,"('saxitoxin biosynthesis genes', 'sxt genes')",1
